FID1	IID1	FID2	IID2	MOST_LIKELY_REL	LIKELIHOOD_VECTOR	IBD0	IBD1	IBD2	PI_HAT	-1	POSSIBLE_RELS	LIKELIHOOD_CUTOFF
0	id1	0	id20	CGH	0,2.87259348645434e-17,0.0871022646615435,0.844378220251738,0.0685111734392586,8.34164746028992e-06	0.737	0.262	0.0	0.1314	-1	CGH	0.3
0	id2	0	id6	UN	0.0,4.04568136411392e-51,5.150914199871036e-65,1.7531778742168932e-62,2.1241819910889514e-59,4.0456813428545164e-51	1.0	0.0	0.0	0.0	-1	UN	0.3
0	id2	0	id7	HAG	0.0,1.12481157342947e-07,1.4320969409873762e-21,4.874320505543668e-19,5.905814800050626e-16,1.1248115675187665e-07	0.541	0.458	0.0	0.2293	-1	HAG,CGH	0.3
0	id2	0	id8	HAG	0.0,8.38723320624716e-06,1.0678527232247985e-19,3.6345698931013674e-17,4.403710556596302e-14,8.3872331621736e-06	0.472	0.527	0.0	0.2636	-1	HAG	0.3
0	id2	0	id9	HAG	2.227537491e-314,3.45047489114832e-05,4.393104279236067e-19,1.4952478186643064e-16,1.8116692751672323e-13,3.450474873016631e-05	0.404	0.595	0.0	0.2976	-1	HAG	0.3
0	id2	0	id10	UN	0,4.04568136411392e-51,1.2021878588324e-05,0.000480202323138203,0.0409167901190832,0.95859098567919	1.0	0.0	0.0	0.0	-1	UN	0.3
0	id2	0	id11	HAG	3.36515485137808e-289,4.15792822509777e-05,0.98860545660922,0.0113529518485194,1.22600101174162e-08,3.62717328735617e-218	0.389	0.611	0.0	0.3055	-1	HAG	0.3
0	id2	0	id12	HAG	0,5.54103898951665e-07,0.765516093607152,0.234451644362951,3.17079259976439e-05,1.18907297387726e-98	0.522	0.477	0.0	0.2387	-1	HAG	0.3
0	id2	0	id13	HAG	0,4.80338933175446e-06,0.879670370527266,0.120319991354755,4.83472864764422e-06,2.67952909767443e-126	0.486	0.513	0.0	0.2566	-1	HAG	0.3
0	id2	0	id14	UN	0,4.04568136411392e-51,1.2021878588324e-05,0.000480202323138203,0.0409167901190832,0.95859098567919	1.0	0.0	0.0	0.0	-1	UN	0.3
0	id2	0	id15	HAG	3.47041055817381e-289,4.58715072274495e-05,0.98929804224543,0.0106560738876878,1.23596545087707e-08,4.84585019457247e-218	0.389	0.61	0.0	0.3055	-1	HAG	0.3
0	id2	0	id16	HAG	0,3.33616662836459e-09,0.535179111100514,0.464488718295334,0.000332167267985457,7.29596112831466e-65	0.574	0.425	0.0	0.2126	-1	HAG,CGH	0.3
0	id2	0	id17	HAG	1.07719014600568e-201,0.000106857582267138,0.998094966796457,0.00179817541769934,2.0357605780075e-10,7.24868056725646e-285	0.331	0.668	0.0	0.334	-1	HAG	0.3
0	id2	0	id18	UN	0,4.04568136411392e-51,1.2021878588324e-05,0.000480202323138203,0.0409167901190832,0.95859098567919	1.0	0.0	0.0	0.0	-1	UN	0.3
0	id2	0	id19	CGH	0,5.09563020743461e-13,0.210043175122131,0.782258077942354,0.00769874693500534,3.41913152104877e-24	0.662	0.337	0.0	0.1686	-1	CGH	0.3
0	id2	0	id20	CGH	0.0,2.56393849500331e-19,3.264376507417098e-33,1.1110712475195802e-30,1.3461939997685867e-27,2.5639384815302263e-19	0.764	0.235	0.0	0.1177	-1	CGH	0.3
0	id3	0	id4	FS	1.06792033424506e-153,0.734401972645522,2.3552186889348988e-14,9.973518521208582e-12,1.1148420576633058e-08,0.7344019614871043	0.295	0.625	0.08	0.3925	-1	FS	0.3
0	id3	0	id6	UN	0.0,4.04568136411392e-51,5.150914199871089e-65,1.7531778742168988e-62,2.1241819910889514e-59,4.0456813428545164e-51	1.0	0.0	0.0	0.0	-1	UN	0.3
0	id3	0	id10	UN	0,4.04568136411392e-51,1.2021878588324e-05,0.000480202323138203,0.0409167901190832,0.95859098567919	1.0	0.0	0.0	0.0	-1	UN	0.3
0	id3	0	id11	HAG	0,2.31353572922246e-05,0.968988641127577,0.030988066300357,1.57214773316116e-07,3.87149948244044e-178	0.428	0.571	0.0	0.2858	-1	HAG	0.3
0	id3	0	id12	HAG	0,7.00774952581919e-08,0.664787850047041,0.335113119613944,9.8960261519442e-05,3.73900468639344e-82	0.546	0.453	0.0	0.2268	-1	HAG,CGH	0.3
0	id3	0	id13	HAG	0,2.23982352969855e-05,0.967345951659415,0.0326314718712953,1.78233993244868e-07,3.34935061507562e-176	0.43	0.569	0.0	0.2849	-1	HAG	0.3
