Network	Pedigree	Founder	Network	Pedigree	Founder	degree_related	p_value
full.genome_network7	1	F036314	NA	F006230	F006230	2	0.000072566
full.genome_network8	1	Missing1	NA	F006230	F006230	1	0.00000052649
full.genome_network9	1	Missing1	NA	F006230	F006230	7	0.0000000000000000039837
full.genome_network10	1	F036345	NA	F006230	F006230	7	0.00000000000000000000000035631
full.genome_network11	1	Missing1	NA	F006230	F006230	6	0.0000000000000020244
full.genome_network12	1	Missing1	NA	F006230	F006230	1	0.000000013003
full.genome_network13	1	Missing1	NA	F006230	F006230	1	0.00000000010971
full.genome_network1	1	Missing1	NA	F006243	F006243	1	0.0000000059532
full.genome_network2	1	Missing3	NA	F006243	F006243	1	0.00000000011031
full.genome_network3	1	F024110	NA	F006243	F006243	2	0.00000081664
full.genome_network4	1	F024121	NA	F006243	F006243	2	0.00025773
full.genome_network5	1	F036273	NA	F006243	F006243	2	0.00000010154
full.genome_network6	1	Missing1	NA	F006243	F006243	1	0.00018234
full.genome_network7	1	F036314	NA	F006243	F006243	2	0.000031014
full.genome_network8	1	Missing1	NA	F006243	F006243	1	0.0000000000000039815
full.genome_network9	1	Missing1	NA	F006243	F006243	8	0.0000000000030833
full.genome_network10	1	F036345	NA	F006243	F006243	2	0.010500
full.genome_network11	1	Missing1	NA	F006243	F006243	8	0.00000000000000031419
full.genome_network12	1	Missing1	NA	F006243	F006243	1	0.0000000022258
full.genome_network13	1	Missing1	NA	F006243	F006243	1	0.0000000020495
full.genome_network1	1	Missing1	NA	F006284	F006284	1	0.00000017780
full.genome_network2	1	Missing3	NA	F006284	F006284	1	0.0000000018110
full.genome_network3	1	F024110	NA	F006284	F006284	2	0.000000047463
full.genome_network4	1	F024121	NA	F006284	F006284	2	0.000065267
full.genome_network5	1	F036273	NA	F006284	F006284	2	0.0017536
full.genome_network6	1	Missing1	NA	F006284	F006284	1	0.00000000000020488
full.genome_network7	1	F036314	NA	F006284	F006284	7	0.0077021
full.genome_network8	1	Missing1	NA	F006284	F006284	1	0.0000000000014601
full.genome_network9	1	Missing1	NA	F006284	F006284	1	0.000000085807
full.genome_network10	1	F036345	NA	F006284	F006284	2	0.00018074
full.genome_network11	1	Missing1	NA	F006284	F006284	1	0.00000000000000037438
full.genome_network12	1	Missing1	NA	F006284	F006284	1	0.00000000070000
full.genome_network13	1	Missing1	NA	F006284	F006284	1	0.000000097445
full.genome_network1	1	Missing1	NA	F006287	F006287	1	0.000000000085914
full.genome_network2	1	Missing3	NA	F006287	F006287	1	0.00000000048215
full.genome_network3	1	F024110	NA	F006287	F006287	2	0.0000000065544
full.genome_network4	1	F024121	NA	F006287	F006287	2	0.00021801
full.genome_network5	1	F036273	NA	F006287	F006287	2	0.000036840
full.genome_network6	1	Missing1	NA	F006287	F006287	6	0.00000000000000000000000000000000000000032711
full.genome_network7	1	F036314	NA	F006287	F006287	2	0.00023582
full.genome_network8	1	Missing1	NA	F006287	F006287	1	0.000000031566
full.genome_network9	1	Missing1	NA	F006287	F006287	8	0.00000000000027606
full.genome_network10	1	F036345	NA	F006287	F006287	2	0.000043890
full.genome_network11	1	Missing1	NA	F006287	F006287	1	0.000000000000012722
full.genome_network12	1	Missing1	NA	F006287	F006287	1	0.0000018680
full.genome_network13	1	Missing1	NA	F006287	F006287	1	0.0000000031912
full.genome_network1	1	Missing1	NA	F007505	F007505	1	0.00000000000093165
full.genome_network2	1	Missing3	NA	F007505	F007505	1	0.0000000064430
full.genome_network3	1	F024110	NA	F007505	F007505	2	0.000094773
full.genome_network4	1	F024121	NA	F007505	F007505	2	0.00000017285
full.genome_network5	1	F036273	NA	F007505	F007505	8	0.0000000000080449
full.genome_network6	1	Missing1	NA	F007505	F007505	7	0.000000000000000000000000011460
full.genome_network7	1	F036314	NA	F007505	F007505	2	0.0000081518
full.genome_network8	1	Missing1	NA	F007505	F007505	6	0.000000000000000000000000000000000000000042940
full.genome_network9	1	Missing1	NA	F007505	F007505	1	0.000000000000014245
full.genome_network10	1	F036345	NA	F007505	F007505	2	0.000024432
full.genome_network11	1	Missing1	NA	F007505	F007505	1	0.000000000000000080504
full.genome_network12	1	Missing1	NA	F007505	F007505	1	0.000000021523
full.genome_network13	1	Missing1	NA	F007505	F007505	1	0.00000000020963
full.genome_network1	1	Missing1	NA	F007932	F007932	1	0.00000000011055
full.genome_network2	1	Missing3	NA	F007932	F007932	1	0.000000000000000015650
full.genome_network3	1	F024110	NA	F007932	F007932	2	0.0000000084906
full.genome_network4	1	F024121	NA	F007932	F007932	2	0.0033443
full.genome_network5	1	F036273	NA	F007932	F007932	2	0.00000056049
full.genome_network6	1	Missing1	NA	F007932	F007932	1	0.00000048676
full.genome_network7	1	F036314	NA	F007932	F007932	2	0.000000028219
full.genome_network8	1	Missing1	NA	F007932	F007932	1	0.00000000025035
full.genome_network9	1	Missing1	NA	F007932	F007932	1	0.000000013627
full.genome_network10	1	F036345	NA	F007932	F007932	9	0.00000000000000068731
full.genome_network11	1	Missing1	NA	F007932	F007932	8	0.000000000000000000000000040156
full.genome_network12	1	Missing1	NA	F007932	F007932	1	0.0000020666
full.genome_network13	1	Missing1	NA	F007932	F007932	1	0.0000056449
full.genome_network1	1	Missing1	NA	F007958	F007958	1	0.00000000038690
full.genome_network2	1	Missing3	NA	F007958	F007958	1	0.00000000000021262
full.genome_network3	1	F024110	NA	F007958	F007958	2	0.0018307
full.genome_network4	1	F024121	NA	F007958	F007958	2	0.00025428
full.genome_network5	1	F036273	NA	F007958	F007958	8	0.0000000000000000000000000000000000028439
full.genome_network6	1	Missing1	NA	F007958	F007958	1	0.000040084
full.genome_network7	1	F036314	NA	F007958	F007958	2	0.0017189
full.genome_network8	1	Missing1	NA	F007958	F007958	1	0.0000000086586
full.genome_network9	1	Missing1	NA	F007958	F007958	1	0.00000000000000000000000000036051
full.genome_network10	1	F036345	NA	F007958	F007958	2	0.0000022977
full.genome_network11	1	Missing1	NA	F007958	F007958	1	0.000000000000080471
full.genome_network12	1	Missing1	NA	F007958	F007958	1	0.000013561
full.genome_network13	1	Missing1	NA	F007958	F007958	1	0.00000063014
full.genome_network1	1	Missing1	NA	F008177	F008177	1	0.000000000036642
full.genome_network2	1	F021340	NA	F008177	F008177	9	0.0000000000053287
full.genome_network3	1	F024110	NA	F008177	F008177	2	0.000000030756
full.genome_network4	1	F024121	NA	F008177	F008177	2	0.0000056575
full.genome_network5	1	F036273	NA	F008177	F008177	2	0.00031533
full.genome_network6	1	Missing1	NA	F008177	F008177	8	0.000000000000027319
full.genome_network7	1	F036314	NA	F008177	F008177	2	0.000054587
full.genome_network8	1	Missing1	NA	F008177	F008177	1	0.0000000023469
full.genome_network9	1	Missing1	NA	F008177	F008177	1	0.00000046502
full.genome_network10	1	F036345	NA	F008177	F008177	9	0.000000000027351
full.genome_network11	1	Missing1	NA	F008177	F008177	1	0.00000000000000000062877
full.genome_network12	1	Missing1	NA	F008177	F008177	1	0.0000074158
full.genome_network13	1	Missing1	NA	F008177	F008177	1	0.00050508
full.genome_network1	1	Missing1	NA	F008232	F008232	1	0.0000000000079651
full.genome_network2	1	Missing3	NA	F008232	F008232	1	0.000000000047992
full.genome_network3	1	F024110	NA	F008232	F008232	2	0.0000016664
full.genome_network4	1	F024121	NA	F008232	F008232	2	0.000072161
full.genome_network5	1	F036273	NA	F008232	F008232	2	0.000076985
full.genome_network6	1	Missing1	NA	F008232	F008232	1	0.0000098605
full.genome_network7	1	F036314	NA	F008232	F008232	2	0.00088228
full.genome_network8	1	Missing1	NA	F008232	F008232	1	0.000000010434
full.genome_network9	1	Missing1	NA	F008232	F008232	1	0.000000000080365
full.genome_network10	1	F036345	NA	F008232	F008232	2	0.0011534
full.genome_network11	1	Missing1	NA	F008232	F008232	1	0.0000000000029421
full.genome_network12	1	Missing1	NA	F008232	F008232	1	0.000000036206
full.genome_network13	1	Missing1	NA	F008232	F008232	1	0.000000000014493
full.genome_network1	1	Missing1	NA	F008430	F008430	1	0.00000000000013613
full.genome_network2	1	Missing3	NA	F008430	F008430	5	0.000000014088
full.genome_network3	1	F024110	NA	F008430	F008430	2	0.000017621
full.genome_network4	1	F024121	NA	F008430	F008430	2	0.000027720
full.genome_network5	1	F036273	NA	F008430	F008430	2	0.0000091946
full.genome_network6	1	Missing1	NA	F008430	F008430	1	0.00000000020213
full.genome_network7	1	F036314	NA	F008430	F008430	2	0.0064339
full.genome_network8	1	Missing1	NA	F008430	F008430	1	0.0000010316
full.genome_network9	1	Missing1	NA	F008430	F008430	1	0.0000039164
full.genome_network10	1	F036345	NA	F008430	F008430	2	0.000023414
full.genome_network11	1	Missing1	NA	F008430	F008430	8	0.00000000000000000027853
full.genome_network12	1	Missing1	NA	F008430	F008430	1	0.00000045588
full.genome_network13	1	Missing1	NA	F008430	F008430	1	0.00000000000033442
full.genome_network1	1	Missing1	NA	F010012	F010012	1	0.00000000000011200
full.genome_network2	1	Missing3	NA	F010012	F010012	7	0.000000000000035856
full.genome_network3	1	F024110	NA	F010012	F010012	2	0.00073252
full.genome_network4	1	F024121	NA	F010012	F010012	2	0.0016169
full.genome_network5	1	F036273	NA	F010012	F010012	2	0.00000061624
full.genome_network6	1	Missing1	NA	F010012	F010012	1	0.000000000000000065405
full.genome_network7	1	F036314	NA	F010012	F010012	2	0.000024714
full.genome_network8	1	Missing1	NA	F010012	F010012	1	0.00000011423
full.genome_network9	1	Missing1	NA	F010012	F010012	1	0.0000000000066618
full.genome_network10	1	F036345	NA	F010012	F010012	2	0.000000075379
full.genome_network11	1	Missing1	NA	F010012	F010012	1	0.0000000000000091426
full.genome_network12	1	Missing1	NA	F010012	F010012	1	0.000000014663
full.genome_network13	1	Missing1	NA	F010012	F010012	1	0.0000000086319
full.genome_network1	1	Missing1	NA	F012221	F012221	1	0.00000000041237
full.genome_network2	1	Missing3	NA	F012221	F012221	1	0.00000060966
full.genome_network3	1	F024110	NA	F012221	F012221	2	0.00046850
full.genome_network4	1	F024121	NA	F012221	F012221	2	0.0000010499
full.genome_network5	2	F036279	NA	F012221	F012221	8	0.0000074386
full.genome_network6	1	Missing1	NA	F012221	F012221	8	0.00000000000000000013498
full.genome_network7	1	F036314	NA	F012221	F012221	2	0.00000052169
full.genome_network8	1	Missing1	NA	F012221	F012221	6	0.0000000000000000000000000000000000000000000000023487
full.genome_network9	1	Missing1	NA	F012221	F012221	7	0.000000000000000060765
full.genome_network10	1	F036345	NA	F012221	F012221	7	0.000000000000000000000030430
full.genome_network11	1	Missing1	NA	F012221	F012221	1	0.00000000000000012773
full.genome_network12	1	Missing1	NA	F012221	F012221	1	0.0000000000000048957
full.genome_network13	1	Missing1	NA	F012221	F012221	1	0.000000010349
full.genome_network1	1	Missing1	NA	F012633	F012633	8	0.0000000000058101
full.genome_network2	1	Missing3	NA	F012633	F012633	1	0.00000000071458
full.genome_network3	1	F024110	NA	F012633	F012633	2	0.014575
full.genome_network4	1	F024121	NA	F012633	F012633	2	0.000051542
full.genome_network5	1	F036273	NA	F012633	F012633	2	0.00012881
full.genome_network6	1	Missing1	NA	F012633	F012633	1	0.000023536
full.genome_network7	1	F036314	NA	F012633	F012633	2	0.0000023843
full.genome_network8	1	Missing1	NA	F012633	F012633	7	0.00000000000000000013543
full.genome_network9	1	Missing1	NA	F012633	F012633	1	0.0000000099188
full.genome_network10	1	F036345	NA	F012633	F012633	2	0.000096999
full.genome_network11	1	Missing1	NA	F012633	F012633	6	0.000000000000090513
full.genome_network12	1	Missing1	NA	F012633	F012633	1	0.000000014396
full.genome_network13	1	Missing1	NA	F012633	F012633	1	0.00023125
full.genome_network1	1	Missing1	NA	F012768	F012768	4	<10^-80
full.genome_network2	1	Missing3	NA	F012768	F012768	2	<10^-80
full.genome_network3	1	F024110	NA	F012768	F012768	3	<10^-80
full.genome_network4	2	F024140	NA	F012768	F012768	3	<10^-80
full.genome_network5	1	F036273	NA	F012768	F012768	8	0.000000000038979
full.genome_network6	1	Missing1	NA	F012768	F012768	1	0.000000000011904
full.genome_network7	1	F036314	NA	F012768	F012768	2	0.000026486
full.genome_network8	1	Missing1	NA	F012768	F012768	1	0.0000000036486
full.genome_network9	1	Missing1	NA	F012768	F012768	1	0.0000000025805
full.genome_network10	1	F036345	NA	F012768	F012768	2	0.00000026248
full.genome_network11	1	Missing1	NA	F012768	F012768	1	0.00000000000000033374
full.genome_network12	1	Missing1	NA	F012768	F012768	1	0.00000047647
full.genome_network13	1	Missing1	NA	F012768	F012768	1	0.000000000000078812
full.genome_network1	1	Missing1	NA	F012769	F012769	7	0.000000000000000000000000000049749
full.genome_network2	1	Missing3	NA	F012769	F012769	4	<10^-80
full.genome_network3	1	F024110	NA	F012769	F012769	5	<10^-80
full.genome_network4	2	F024140	NA	F012769	F012769	4	<10^-80
full.genome_network5	1	F036273	NA	F012769	F012769	2	0.000031646
full.genome_network6	1	Missing1	NA	F012769	F012769	1	0.000000000000098307
full.genome_network7	1	F036314	NA	F012769	F012769	2	0.00000013288
full.genome_network8	1	Missing1	NA	F012769	F012769	1	0.000000018980
full.genome_network9	1	Missing1	NA	F012769	F012769	1	0.000000084317
full.genome_network10	1	F036345	NA	F012769	F012769	2	0.000020127
full.genome_network11	1	Missing1	NA	F012769	F012769	1	0.00000000000020118
full.genome_network12	1	Missing1	NA	F012769	F012769	1	0.000000025935
full.genome_network13	1	Missing1	NA	F012769	F012769	1	0.000060300
full.genome_network1	1	Missing1	NA	F012773	F012773	4	<10^-80
full.genome_network2	1	Missing3	NA	F012773	F012773	2	<10^-80
full.genome_network3	1	F024110	NA	F012773	F012773	3	<10^-80
full.genome_network4	1	F024121	NA	F012773	F012773	5	<10^-80
full.genome_network5	1	F036273	NA	F012773	F012773	2	0.00000000017079
full.genome_network6	1	Missing1	NA	F012773	F012773	1	0.0000000021178
full.genome_network7	1	F036314	NA	F012773	F012773	2	0.000072727
full.genome_network8	1	Missing1	NA	F012773	F012773	1	0.010809
full.genome_network9	1	Missing1	NA	F012773	F012773	1	0.00000000000015715
full.genome_network10	1	F036345	NA	F012773	F012773	2	0.0000039138
full.genome_network11	1	Missing1	NA	F012773	F012773	7	0.00000000000000000000000000016125
full.genome_network12	1	Missing1	NA	F012773	F012773	1	0.00000088265
full.genome_network13	1	Missing1	NA	F012773	F012773	1	0.000000013902
full.genome_network1	1	Missing1	NA	F013247	F013247	1	0.0000000059393
full.genome_network2	1	Missing3	NA	F013247	F013247	1	0.0000000000000046896
full.genome_network3	1	F024110	NA	F013247	F013247	2	0.0000000046614
full.genome_network4	1	F024121	NA	F013247	F013247	2	0.000029115
full.genome_network5	1	F036273	NA	F013247	F013247	6	<10^-80
full.genome_network6	1	Missing1	NA	F013247	F013247	6	0.00000000000000000000000000000000000000000000000000000000000000000000060160
full.genome_network7	1	F036314	NA	F013247	F013247	2	0.000024302
full.genome_network8	1	Missing1	NA	F013247	F013247	1	0.0000000000018278
full.genome_network9	1	Missing1	NA	F013247	F013247	1	0.0000000010677
full.genome_network10	1	F036345	NA	F013247	F013247	2	0.00017692
full.genome_network11	1	Missing1	NA	F013247	F013247	7	0.00000000000000000016061
full.genome_network12	1	Missing1	NA	F013247	F013247	1	0.000000000013262
full.genome_network13	1	Missing1	NA	F013247	F013247	1	0.00000000014967
full.genome_network1	1	Missing1	NA	F014983	F014983	1	0.0000061029
full.genome_network2	1	Missing3	NA	F014983	F014983	1	0.0000000018735
full.genome_network3	1	F024110	NA	F014983	F014983	2	0.00000017322
full.genome_network4	1	F024121	NA	F014983	F014983	2	0.00000044851
full.genome_network5	1	F036273	NA	F014983	F014983	2	0.000000017747
full.genome_network6	1	Missing1	NA	F014983	F014983	8	0.00000000000049421
full.genome_network7	1	F036314	NA	F014983	F014983	2	0.000090781
full.genome_network8	1	Missing1	NA	F014983	F014983	1	0.0000021915
full.genome_network9	1	Missing1	NA	F014983	F014983	1	0.0000000037398
full.genome_network10	1	F036345	NA	F014983	F014983	2	0.0087636
full.genome_network11	1	Missing1	NA	F014983	F014983	1	0.0000000000000000064481
full.genome_network12	1	Missing1	NA	F014983	F014983	1	0.0029777
full.genome_network13	1	Missing1	NA	F014983	F014983	1	0.000000078211
full.genome_network1	1	Missing1	NA	F015023	F015023	1	0.000000029296
full.genome_network2	1	Missing3	NA	F015023	F015023	1	0.00000029091
full.genome_network3	1	F024110	NA	F015023	F015023	2	0.000000068929
full.genome_network4	1	F024121	NA	F015023	F015023	2	0.00024696
full.genome_network5	1	F036273	NA	F015023	F015023	8	0.00000063230
full.genome_network6	1	Missing1	NA	F015023	F015023	1	0.000000000000092888
full.genome_network7	1	F036314	NA	F015023	F015023	2	0.0081570
full.genome_network8	1	Missing1	NA	F015023	F015023	1	0.00000000000033078
full.genome_network9	1	Missing1	NA	F015023	F015023	1	0.00000011272
full.genome_network10	1	F036345	NA	F015023	F015023	7	0.00000000000000000000000000000082446
full.genome_network11	1	Missing1	NA	F015023	F015023	7	0.00000000000000000000000000037109
full.genome_network12	1	Missing1	NA	F015023	F015023	1	0.0000000027611
full.genome_network13	1	Missing1	NA	F015023	F015023	1	0.00000057733
full.genome_network1	1	Missing1	NA	F015351	F015351	1	0.0000000034424
full.genome_network2	1	Missing3	NA	F015351	F015351	1	0.0000015325
full.genome_network3	1	F024110	NA	F015351	F015351	2	0.000000098999
full.genome_network4	1	F024121	NA	F015351	F015351	2	0.000029391
full.genome_network5	1	F036273	NA	F015351	F015351	2	0.000000012243
full.genome_network6	1	Missing1	NA	F015351	F015351	1	0.0000000000098306
full.genome_network7	1	F036314	NA	F015351	F015351	2	0.00000000010711
full.genome_network8	1	Missing1	NA	F015351	F015351	7	0.00000000000000013597
full.genome_network9	1	Missing1	NA	F015351	F015351	1	0.00000000029307
full.genome_network10	1	F036345	NA	F015351	F015351	2	0.00078783
full.genome_network11	1	Missing1	NA	F015351	F015351	1	0.0000000000000074303
full.genome_network12	1	Missing1	NA	F015351	F015351	1	0.00000028942
full.genome_network13	1	Missing1	NA	F015351	F015351	1	0.00000021202
full.genome_network1	1	Missing1	NA	F015919	F015919	1	0.000000000000077156
full.genome_network2	1	Missing3	NA	F015919	F015919	1	0.00000000000085998
full.genome_network3	1	F024110	NA	F015919	F015919	8	0.000000000019872
full.genome_network4	1	F024121	NA	F015919	F015919	2	0.0018933
full.genome_network5	1	F036273	NA	F015919	F015919	2	0.00000055180
full.genome_network6	1	Missing1	NA	F015919	F015919	1	0.00000016883
full.genome_network7	1	F036314	NA	F015919	F015919	2	0.0090784
full.genome_network8	1	Missing1	NA	F015919	F015919	1	0.00000000000020750
full.genome_network9	1	Missing1	NA	F015919	F015919	1	0.0000000011064
full.genome_network10	1	F036345	NA	F015919	F015919	9	0.0000000000019872
full.genome_network11	1	Missing1	NA	F015919	F015919	1	0.00000000000024051
full.genome_network12	1	Missing1	NA	F015919	F015919	1	0.00000000059671
full.genome_network13	1	Missing1	NA	F015919	F015919	1	0.000000010703
full.genome_network1	1	Missing1	NA	F015947	F015947	1	0.000051637
full.genome_network2	1	Missing3	NA	F015947	F015947	1	0.00000011706
full.genome_network3	1	F024110	NA	F015947	F015947	2	0.0000019418
full.genome_network4	1	F024121	NA	F015947	F015947	2	0.0000017763
full.genome_network5	1	F036273	NA	F015947	F015947	2	0.0016322
full.genome_network6	1	Missing1	NA	F015947	F015947	1	0.0000000000000000000000000000000000018194
full.genome_network7	1	F036314	NA	F015947	F015947	2	0.000066210
full.genome_network8	1	Missing1	NA	F015947	F015947	1	0.000000010851
full.genome_network9	1	Missing1	NA	F015947	F015947	1	0.0000000037766
full.genome_network10	1	F036345	NA	F015947	F015947	7	0.000000000000000000025080
full.genome_network11	1	Missing1	NA	F015947	F015947	1	0.00000000000000000081329
full.genome_network12	1	Missing1	NA	F015947	F015947	1	0.0000000000020778
full.genome_network13	1	Missing1	NA	F015947	F015947	1	0.0000000000033930
full.genome_network1	1	Missing1	NA	F016014	F016014	1	0.00000000047288
full.genome_network2	1	Missing3	NA	F016014	F016014	1	0.000000062705
full.genome_network3	1	F024110	NA	F016014	F016014	7	0.000000000000059547
full.genome_network4	1	F024121	NA	F016014	F016014	2	0.00082161
full.genome_network5	1	F036273	NA	F016014	F016014	2	0.000047813
full.genome_network6	1	Missing1	NA	F016014	F016014	8	0.00000000000000000000000000000090571
full.genome_network7	1	F036314	NA	F016014	F016014	2	0.0027492
full.genome_network8	1	Missing1	NA	F016014	F016014	6	0.000000000000000000000000000000000000000000050437
full.genome_network9	1	Missing1	NA	F016014	F016014	1	0.000000026335
full.genome_network10	1	F036345	NA	F016014	F016014	2	0.000000000000000000000056921
full.genome_network11	1	Missing1	NA	F016014	F016014	1	0.00000000000000015206
full.genome_network12	1	Missing1	NA	F016014	F016014	1	0.00000000026992
full.genome_network13	1	Missing1	NA	F016014	F016014	1	0.0000000012595
full.genome_network1	1	Missing1	NA	F016389	F016389	1	0.00000000045790
full.genome_network2	1	Missing3	NA	F016389	F016389	1	0.00000017987
full.genome_network3	1	F024110	NA	F016389	F016389	2	0.00000013048
full.genome_network4	1	F024121	NA	F016389	F016389	2	0.000000014119
full.genome_network5	1	F036273	NA	F016389	F016389	2	0.000062976
full.genome_network6	1	Missing1	NA	F016389	F016389	7	0.0000000000000000000000000000000000000000000000000000014620
full.genome_network7	1	F036314	NA	F016389	F016389	2	0.000020357
full.genome_network8	1	Missing1	NA	F016389	F016389	1	0.00000000011542
full.genome_network9	1	Missing1	NA	F016389	F016389	1	0.000000097427
full.genome_network10	1	F036345	NA	F016389	F016389	2	0.0000000000000000052690
full.genome_network11	1	Missing1	NA	F016389	F016389	1	0.000000000072996
full.genome_network12	1	Missing1	NA	F016389	F016389	1	0.000000024091
full.genome_network13	1	Missing1	NA	F016389	F016389	1	0.00000020267
full.genome_network1	1	Missing1	NA	F016624	F016624	1	0.0000000045238
full.genome_network2	1	Missing3	NA	F016624	F016624	7	0.000000000000000000055783
full.genome_network3	1	F024110	NA	F016624	F016624	2	0.00000000010791
full.genome_network4	2	F024140	NA	F016624	F016624	8	0.00000078344
full.genome_network5	1	F036273	NA	F016624	F016624	2	0.0000023854
full.genome_network6	1	Missing1	NA	F016624	F016624	6	0.00000000000000000000000000000000000000000000000000000000000000000070779
full.genome_network7	1	F036314	NA	F016624	F016624	7	0.00022138
full.genome_network8	1	Missing1	NA	F016624	F016624	1	0.00000023083
full.genome_network9	1	Missing1	NA	F016624	F016624	1	0.0000040749
full.genome_network10	1	F036345	NA	F016624	F016624	2	0.000000000000000000013780
full.genome_network11	1	Missing1	NA	F016624	F016624	8	0.000000000000000000000028035
full.genome_network12	1	Missing1	NA	F016624	F016624	1	0.00000000011969
full.genome_network13	1	Missing1	NA	F016624	F016624	1	0.0000000059536
full.genome_network1	1	Missing1	NA	F016735	F016735	1	0.000000031591
full.genome_network2	1	Missing3	NA	F016735	F016735	1	0.000000013613
full.genome_network3	1	F024110	NA	F016735	F016735	2	0.00021628
full.genome_network4	1	F024121	NA	F016735	F016735	2	0.000026058
full.genome_network5	1	F036273	NA	F016735	F016735	8	0.00000000000000000000000000000000000000000000023484
full.genome_network6	1	Missing1	NA	F016735	F016735	5	<10^-80
full.genome_network7	1	F036314	NA	F016735	F016735	2	0.0094777
full.genome_network8	1	Missing1	NA	F016735	F016735	1	0.0000000050667
full.genome_network9	1	Missing1	NA	F016735	F016735	1	0.00000029670
full.genome_network10	1	F036345	NA	F016735	F016735	2	0.00000000000000000000000000000000028227
full.genome_network11	1	Missing1	NA	F016735	F016735	1	0.00000000099995
full.genome_network12	1	Missing1	NA	F016735	F016735	1	0.00000000000061899
full.genome_network13	1	Missing1	NA	F016735	F016735	1	0.000025302
full.genome_network1	1	Missing1	NA	F017825	F017825	1	0.00000000078469
full.genome_network2	1	F021340	NA	F017825	F017825	2	0.00000000099729
full.genome_network3	1	F024110	NA	F017825	F017825	2	0.000014369
full.genome_network4	1	F024121	NA	F017825	F017825	2	0.000010450
full.genome_network5	1	F036273	NA	F017825	F017825	2	0.00000033923
full.genome_network6	1	Missing1	NA	F017825	F017825	1	0.0000013407
full.genome_network7	1	F036314	NA	F017825	F017825	8	0.00000038416
full.genome_network8	1	Missing1	NA	F017825	F017825	1	0.000000045315
full.genome_network9	1	Missing1	NA	F017825	F017825	1	0.000000017906
full.genome_network10	1	F036345	NA	F017825	F017825	2	0.000032568
full.genome_network11	1	Missing1	NA	F017825	F017825	1	0.000000000000017485
full.genome_network12	1	Missing1	NA	F017825	F017825	1	0.00000000000024616
full.genome_network13	1	Missing1	NA	F017825	F017825	1	0.00011062
full.genome_network1	1	Missing1	NA	F017947	F017947	1	0.0000070308
full.genome_network2	1	Missing3	NA	F017947	F017947	1	0.000000074379
full.genome_network3	1	F024110	NA	F017947	F017947	2	0.000011888
full.genome_network4	1	F024121	NA	F017947	F017947	2	0.000076006
full.genome_network5	1	F036273	NA	F017947	F017947	9	0.000000000000064060
full.genome_network6	1	Missing1	NA	F017947	F017947	8	0.00000000000000000000000057176
full.genome_network7	1	F036314	NA	F017947	F017947	2	0.000098941
full.genome_network8	1	Missing1	NA	F017947	F017947	1	0.000000000000019621
full.genome_network9	1	Missing1	NA	F017947	F017947	1	0.0000000000097215
full.genome_network10	1	F036345	NA	F017947	F017947	7	0.00000000000000000000023098
full.genome_network11	1	Missing1	NA	F017947	F017947	1	0.000000000000000028544
full.genome_network12	1	Missing1	NA	F017947	F017947	1	0.0000017088
full.genome_network13	1	Missing1	NA	F017947	F017947	8	0.000000000000000000015824
full.genome_network1	1	Missing1	NA	F018180	F018180	1	0.000000046414
full.genome_network2	1	Missing3	NA	F018180	F018180	1	0.000000015508
full.genome_network3	1	F024110	NA	F018180	F018180	8	0.0000000000014424
full.genome_network4	1	F024121	NA	F018180	F018180	2	0.000000011429
full.genome_network5	1	F036273	NA	F018180	F018180	2	0.000026839
full.genome_network6	1	Missing1	NA	F018180	F018180	8	0.0000000000042800
full.genome_network7	1	F036314	NA	F018180	F018180	2	0.000000048314
full.genome_network8	1	Missing1	NA	F018180	F018180	6	0.0000000000000000000000000000000000000000000000000000000000000000000000047324
full.genome_network9	1	Missing1	NA	F018180	F018180	1	0.00000000020183
full.genome_network10	1	F036345	NA	F018180	F018180	8	0.0000000000082494
full.genome_network11	1	Missing1	NA	F018180	F018180	1	0.00000000000017936
full.genome_network12	1	Missing1	NA	F018180	F018180	1	0.0000000024441
full.genome_network13	1	Missing1	NA	F018180	F018180	1	0.0000000079689
full.genome_network1	1	Missing1	NA	F018268	F018268	1	0.000000015976
full.genome_network2	1	Missing3	NA	F018268	F018268	7	0.0000000000000000000084672
full.genome_network3	1	F024110	NA	F018268	F018268	2	0.0000033643
full.genome_network4	1	F024121	NA	F018268	F018268	2	0.00053422
full.genome_network5	1	F036273	NA	F018268	F018268	2	0.000050137
full.genome_network6	1	Missing1	NA	F018268	F018268	1	0.0000021683
full.genome_network7	1	F036314	NA	F018268	F018268	2	0.00015116
full.genome_network8	1	Missing1	NA	F018268	F018268	1	0.0000000000000038807
full.genome_network9	1	Missing1	NA	F018268	F018268	1	0.0000000058593
full.genome_network10	1	F036345	NA	F018268	F018268	2	0.000000025700
full.genome_network11	1	Missing1	NA	F018268	F018268	1	0.0000000000010901
full.genome_network12	1	Missing1	NA	F018268	F018268	1	0.000000000000071224
full.genome_network13	1	Missing1	NA	F018268	F018268	1	0.000000027650
full.genome_network1	1	Missing1	NA	F018295	F018295	1	0.000000031034
full.genome_network2	1	Missing3	NA	F018295	F018295	5	0.000000000016941
full.genome_network3	1	F024110	NA	F018295	F018295	2	0.00028815
full.genome_network4	1	F024121	NA	F018295	F018295	2	0.00082156
full.genome_network5	1	F036273	NA	F018295	F018295	2	0.0000000047803
full.genome_network6	1	Missing1	NA	F018295	F018295	1	0.0000000000013606
