Network	Pedigree	Founder	Network	Pedigree	Founder	degree_related	p_value
full.genome_network2	1	Missing3	NA	F034337	F034337	1	0.00000000040148
full.genome_network3	1	F024110	NA	F034337	F034337	2	0.00023583
full.genome_network4	1	F024121	NA	F034337	F034337	8	0.0050698
full.genome_network5	1	F036273	NA	F034337	F034337	2	0.00000000000000000000000000013273
full.genome_network6	1	Missing1	NA	F034337	F034337	6	0.0000000000000000000000000000000000000000021903
full.genome_network7	1	F036314	NA	F034337	F034337	2	0.0018348
full.genome_network8	1	Missing1	NA	F034337	F034337	1	0.00000000000000081982
full.genome_network9	1	Missing1	NA	F034337	F034337	1	0.00000016080
full.genome_network10	1	F036345	NA	F034337	F034337	9	0.0000000000000047689
full.genome_network11	1	Missing1	NA	F034337	F034337	1	0.0000000000022224
full.genome_network12	1	Missing1	NA	F034337	F034337	1	0.00000000056700
full.genome_network13	1	Missing1	NA	F034337	F034337	1	0.00000000059664
full.genome_network1	1	Missing1	NA	F034553	F034553	1	0.000010292
full.genome_network2	1	Missing3	NA	F034553	F034553	1	0.00000000000030728
full.genome_network3	1	F024110	NA	F034553	F034553	2	0.000000041263
full.genome_network4	1	F024121	NA	F034553	F034553	2	0.025336
full.genome_network5	1	F036273	NA	F034553	F034553	2	<10^-80
full.genome_network6	1	Missing1	NA	F034553	F034553	3	<10^-80
full.genome_network7	1	F036314	NA	F034553	F034553	2	0.00014900
full.genome_network8	1	Missing1	NA	F034553	F034553	7	0.0000000000000000000000000000000000000084500
full.genome_network9	1	Missing1	NA	F034553	F034553	7	0.00000000000000000000000000012234
full.genome_network10	1	F036345	NA	F034553	F034553	2	0.00000000015571
full.genome_network11	1	Missing1	NA	F034553	F034553	1	0.000000000000000019950
full.genome_network12	1	Missing1	NA	F034553	F034553	1	0.00000085348
full.genome_network13	1	Missing1	NA	F034553	F034553	1	0.0000000000065209
full.genome_network1	1	Missing1	NA	F036171	F036171	1	0.000017302
full.genome_network2	1	Missing3	NA	F036171	F036171	1	0.00000011277
full.genome_network3	1	F024110	NA	F036171	F036171	2	0.000000020311
full.genome_network4	1	F024121	NA	F036171	F036171	2	0.00087008
full.genome_network5	1	F036273	NA	F036171	F036171	2	0.010743
full.genome_network6	1	Missing1	NA	F036171	F036171	1	0.0000000016448
full.genome_network7	1	F036314	NA	F036171	F036171	2	0.00028907
full.genome_network8	1	Missing1	NA	F036171	F036171	7	0.0000000000000033507
full.genome_network9	1	Missing1	NA	F036171	F036171	1	0.0000053841
full.genome_network10	1	F036345	NA	F036171	F036171	2	0.00015335
full.genome_network11	1	Missing1	NA	F036171	F036171	1	0.000000000000000026700
full.genome_network12	1	Missing1	NA	F036171	F036171	1	0.0000000046220
full.genome_network13	1	Missing1	NA	F036171	F036171	1	0.000088814
full.genome_network1	1	Missing1	NA	F036284	F036284	7	0.000000000000000000000000000012546
full.genome_network2	1	Missing3	NA	F036284	F036284	6	0.00000000000065891
full.genome_network3	1	F024110	NA	F036284	F036284	2	0.0011260
full.genome_network4	1	F024121	NA	F036284	F036284	2	0.000000015780
full.genome_network5	1	F036273	NA	F036284	F036284	3	<10^-80
full.genome_network6	1	Missing1	NA	F036284	F036284	1	<10^-80
full.genome_network7	1	F036314	NA	F036284	F036284	2	0.00015012
full.genome_network8	1	Missing1	NA	F036284	F036284	6	0.0000000000000000000000000000000069431
full.genome_network9	1	Missing1	NA	F036284	F036284	6	0.0000000000000000000000000000000000032986
full.genome_network10	1	F036345	NA	F036284	F036284	6	0.000000000000000000000000000000000000000000000000000000000000000000000000000021273
full.genome_network11	1	Missing1	NA	F036284	F036284	1	0.00000000000000000079375
full.genome_network12	1	Missing1	NA	F036284	F036284	1	0.00000000016427
full.genome_network13	1	Missing1	NA	F036284	F036284	1	0.00000000098722
full.genome_network1	1	Missing1	NA	F036292	F036292	1	0.0000000011801
full.genome_network2	1	Missing3	NA	F036292	F036292	7	0.000015643
full.genome_network3	1	F024110	NA	F036292	F036292	2	0.0098566
full.genome_network4	1	F024121	NA	F036292	F036292	2	0.0019996
full.genome_network5	1	F036273	NA	F036292	F036292	2	0.0000072206
full.genome_network6	1	Missing1	NA	F036292	F036292	7	0.0000000000000000000000027201
full.genome_network7	1	F036314	NA	F036292	F036292	2	0.0053188
full.genome_network8	1	Missing1	NA	F036292	F036292	1	0.000058180
full.genome_network9	1	Missing1	NA	F036292	F036292	1	0.0000000000000000000000013858
full.genome_network10	1	F036345	NA	F036292	F036292	2	0.0000000000000000000054073
full.genome_network11	1	Missing1	NA	F036292	F036292	1	0.000000000000025380
full.genome_network12	1	Missing1	NA	F036292	F036292	1	0.0000011456
full.genome_network13	1	Missing1	NA	F036292	F036292	1	0.000000000000017526
full.genome_network1	1	Missing1	NA	F036297	F036297	1	0.00000000000000037752
full.genome_network2	1	Missing3	NA	F036297	F036297	1	0.00000012248
full.genome_network3	1	F024110	NA	F036297	F036297	2	0.0000000034388
full.genome_network4	1	F024121	NA	F036297	F036297	2	0.0000017409
full.genome_network5	1	F036273	NA	F036297	F036297	4	<10^-80
full.genome_network6	1	Missing1	NA	F036297	F036297	1	<10^-80
full.genome_network7	1	F036314	NA	F036297	F036297	2	0.0000012410
full.genome_network8	1	Missing1	NA	F036297	F036297	7	0.0000000000000033743
full.genome_network9	1	Missing1	NA	F036297	F036297	7	0.00000000000000051372
full.genome_network10	1	F036345	NA	F036297	F036297	7	0.000000000000000000000000000000000034386
full.genome_network11	1	Missing1	NA	F036297	F036297	1	0.0000000000000000042957
full.genome_network12	1	Missing1	NA	F036297	F036297	1	0.000000046976
full.genome_network13	1	Missing1	NA	F036297	F036297	1	0.000000029941
full.genome_network1	1	Missing1	NA	F036298	F036298	8	0.00000000000000000000016356
full.genome_network2	1	Missing3	NA	F036298	F036298	7	0.000000020107
full.genome_network3	1	F024110	NA	F036298	F036298	2	0.0071536
full.genome_network4	1	F024121	NA	F036298	F036298	2	0.00065090
full.genome_network5	1	F036273	NA	F036298	F036298	3	<10^-80
full.genome_network6	1	Missing1	NA	F036298	F036298	4	<10^-80
full.genome_network7	1	F036314	NA	F036298	F036298	2	0.00031506
full.genome_network8	1	Missing1	NA	F036298	F036298	1	0.00000000000000000000000000000000000000000000000017789
full.genome_network9	1	Missing1	NA	F036298	F036298	6	0.00000000000000000000000000000000000000000000023274
full.genome_network10	1	F036345	NA	F036298	F036298	6	0.00000000000000000000000000000000000000000000038373
full.genome_network11	1	Missing1	NA	F036298	F036298	1	0.0000000000000034612
full.genome_network12	1	Missing1	NA	F036298	F036298	1	0.000096767
full.genome_network13	1	Missing1	NA	F036298	F036298	1	0.0000000034833
full.genome_network1	1	Missing1	NA	F036300	F036300	1	0.0000000000050352
full.genome_network2	1	Missing3	NA	F036300	F036300	1	0.0000012201
full.genome_network3	1	F024110	NA	F036300	F036300	2	0.0000019786
full.genome_network4	1	F024121	NA	F036300	F036300	2	0.00057554
full.genome_network5	1	F036273	NA	F036300	F036300	2	0.000000021564
full.genome_network6	1	Missing1	NA	F036300	F036300	8	0.0000000000000073290
full.genome_network7	1	F036314	NA	F036300	F036300	2	0.00000053434
full.genome_network8	1	Missing1	NA	F036300	F036300	1	0.0000000032630
full.genome_network9	1	Missing1	NA	F036300	F036300	7	0.000000000000000000023332
full.genome_network10	1	F036345	NA	F036300	F036300	7	0.000000000000000063680
full.genome_network11	1	Missing1	NA	F036300	F036300	1	0.00000000000057405
full.genome_network12	1	Missing1	NA	F036300	F036300	1	0.0000000000040020
full.genome_network13	1	Missing1	NA	F036300	F036300	1	0.000000010736
full.genome_network1	1	Missing1	NA	F036301	F036301	1	0.00000041599
full.genome_network2	1	Missing3	NA	F036301	F036301	1	0.00000000021132
full.genome_network3	1	F024110	NA	F036301	F036301	2	0.000084035
full.genome_network4	1	F024121	NA	F036301	F036301	2	0.0015055
full.genome_network5	1	F036273	NA	F036301	F036301	4	<10^-80
full.genome_network6	1	Missing1	NA	F036301	F036301	5	<10^-80
full.genome_network7	1	F036314	NA	F036301	F036301	2	0.00030971
full.genome_network8	1	Missing1	NA	F036301	F036301	1	0.0000000000000000000000088174
full.genome_network9	1	Missing1	NA	F036301	F036301	7	0.000000000000000016830
full.genome_network10	1	F036345	NA	F036301	F036301	7	0.00000049260
full.genome_network11	1	Missing1	NA	F036301	F036301	1	0.00000000000017825
full.genome_network12	1	Missing1	NA	F036301	F036301	1	0.0000000079718
full.genome_network13	1	Missing1	NA	F036301	F036301	1	0.00000017423
full.genome_network1	1	Missing1	NA	F036306	F036306	1	0.000000092331
full.genome_network2	1	Missing3	NA	F036306	F036306	1	0.00000000017484
full.genome_network3	1	F024110	NA	F036306	F036306	2	0.00051800
full.genome_network4	1	F024121	NA	F036306	F036306	2	0.0000022432
full.genome_network5	1	F036273	NA	F036306	F036306	2	<10^-80
full.genome_network6	1	Missing1	NA	F036306	F036306	5	<10^-80
full.genome_network7	1	F036314	NA	F036306	F036306	2	0.000011502
full.genome_network8	1	Missing1	NA	F036306	F036306	7	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000069807
full.genome_network9	1	Missing1	NA	F036306	F036306	1	0.000000022331
full.genome_network10	1	F036345	NA	F036306	F036306	7	0.00000000000000000000000000000000000000000000073327
full.genome_network11	1	Missing1	NA	F036306	F036306	1	0.000000000000000015825
full.genome_network12	1	Missing1	NA	F036306	F036306	1	0.000059456
full.genome_network13	1	Missing1	NA	F036306	F036306	1	0.0000058844
full.genome_network1	1	Missing1	NA	F036308	F036308	1	0.000017693
full.genome_network2	1	Missing3	NA	F036308	F036308	1	0.000000000000031925
full.genome_network3	1	F024110	NA	F036308	F036308	2	0.000034491
full.genome_network4	1	F024121	NA	F036308	F036308	2	0.00023112
full.genome_network5	1	F036273	NA	F036308	F036308	2	0.0000000000026434
full.genome_network6	1	Missing1	NA	F036308	F036308	6	0.0000000000000000000000000000000000000000000087898
full.genome_network7	1	F036314	NA	F036308	F036308	7	0.00012923
full.genome_network8	1	Missing1	NA	F036308	F036308	1	0.00000000062002
full.genome_network9	1	Missing1	NA	F036308	F036308	8	0.0000000000000000000000000000000000000000000000000000000000000012241
full.genome_network10	1	F036345	NA	F036308	F036308	4	<10^-80
full.genome_network11	1	Missing1	NA	F036308	F036308	1	0.000000000000000015255
full.genome_network12	1	Missing1	NA	F036308	F036308	1	0.00000000012175
full.genome_network13	1	Missing1	NA	F036308	F036308	1	0.000042755
full.genome_network1	1	Missing1	NA	F036316	F036316	1	0.000000000000025398
full.genome_network2	1	Missing3	NA	F036316	F036316	1	0.0000000000055649
full.genome_network3	1	F024110	NA	F036316	F036316	2	0.00000022675
full.genome_network4	1	F024121	NA	F036316	F036316	2	0.0000063247
full.genome_network5	1	F036273	NA	F036316	F036316	7	0.000000000000000000000018911
full.genome_network6	1	Missing1	NA	F036316	F036316	6	0.000000000000000000000000000000000000000000000000000000000000000000000000012752
full.genome_network7	1	F036314	NA	F036316	F036316	2	0.000019711
full.genome_network8	1	Missing1	NA	F036316	F036316	1	0.000000000000000000000000037821
full.genome_network9	1	Missing1	NA	F036316	F036316	1	0.0000000000000000025369
full.genome_network10	1	F036345	NA	F036316	F036316	8	0.00000000000000000028104
full.genome_network11	1	Missing1	NA	F036316	F036316	7	0.00000000000000000000000017111
full.genome_network12	1	Missing1	NA	F036316	F036316	7	0.0000000000000019012
full.genome_network13	1	Missing1	NA	F036316	F036316	1	0.00000000031771
full.genome_network1	1	Missing1	NA	F036318	F036318	1	0.000000025444
full.genome_network2	1	Missing3	NA	F036318	F036318	1	0.00000000085840
full.genome_network3	1	F024110	NA	F036318	F036318	2	0.0010110
full.genome_network4	1	F024121	NA	F036318	F036318	2	0.00019180
full.genome_network5	1	F036273	NA	F036318	F036318	6	0.00000000000000000000000000000000026284
full.genome_network6	1	Missing1	NA	F036318	F036318	5	<10^-80
full.genome_network7	1	F036314	NA	F036318	F036318	2	0.000039724
full.genome_network8	1	Missing1	NA	F036318	F036318	7	0.00000000000000000000000000000000031485
full.genome_network9	1	Missing1	NA	F036318	F036318	1	0.00000000000000000073750
full.genome_network10	1	F036345	NA	F036318	F036318	7	0.000000000000000000000000000000000017071
full.genome_network11	1	Missing1	NA	F036318	F036318	1	0.0000000021873
full.genome_network12	1	Missing1	NA	F036318	F036318	1	0.00000011015
full.genome_network13	1	Missing1	NA	F036318	F036318	1	0.00000000000034028
full.genome_network1	1	Missing1	NA	F036323	F036323	1	0.000000015415
full.genome_network2	1	Missing3	NA	F036323	F036323	1	0.00000028185
full.genome_network3	1	F024110	NA	F036323	F036323	2	0.00011081
full.genome_network4	1	F024121	NA	F036323	F036323	2	0.0024171
full.genome_network5	1	F036273	NA	F036323	F036323	8	0.00000000000018979
full.genome_network6	1	Missing1	NA	F036323	F036323	1	0.00000000000000000014005
full.genome_network7	1	F036314	NA	F036323	F036323	2	0.0086659
full.genome_network8	1	Missing1	NA	F036323	F036323	7	0.00000000000013675
full.genome_network9	1	Missing1	NA	F036323	F036323	6	0.0000000000000000000000000000000000000093658
full.genome_network10	1	F036345	NA	F036323	F036323	4	<10^-80
full.genome_network11	1	Missing1	NA	F036323	F036323	1	0.00000000000079923
full.genome_network12	1	Missing1	NA	F036323	F036323	1	0.00000011243
full.genome_network13	1	Missing1	NA	F036323	F036323	1	0.0000056687
full.genome_network1	1	Missing1	NA	F036344	F036344	1	0.0000043026
full.genome_network2	1	Missing3	NA	F036344	F036344	1	0.000000000000055053
full.genome_network3	1	F024110	NA	F036344	F036344	2	0.0000091613
full.genome_network4	1	F024121	NA	F036344	F036344	2	0.00033758
full.genome_network5	1	F036273	NA	F036344	F036344	2	0.00000000030970
full.genome_network6	1	Missing1	NA	F036344	F036344	8	0.000000000000000000000000000011869
full.genome_network7	1	F036314	NA	F036344	F036344	2	0.00000036930
full.genome_network8	1	Missing1	NA	F036344	F036344	1	0.0000069985
full.genome_network9	1	Missing1	NA	F036344	F036344	1	0.0000000000000096018
full.genome_network10	1	F036345	NA	F036344	F036344	7	0.0000000000000012409
full.genome_network11	1	Missing1	NA	F036344	F036344	1	0.0000000000015456
full.genome_network12	1	Missing1	NA	F036344	F036344	1	0.000000013306
full.genome_network13	1	Missing1	NA	F036344	F036344	1	0.0000000098098
full.genome_network1	1	Missing1	NA	F036346	F036346	1	0.00039604
full.genome_network2	1	Missing3	NA	F036346	F036346	1	0.00027182
full.genome_network3	1	F024110	NA	F036346	F036346	2	0.0039725
full.genome_network4	1	F024121	NA	F036346	F036346	2	0.0056863
full.genome_network5	1	F036273	NA	F036346	F036346	2	0.00000037329
full.genome_network6	1	Missing1	NA	F036346	F036346	6	0.0000000000000000000000000000000000000000000000000000000000025814
full.genome_network7	1	F036314	NA	F036346	F036346	2	0.00078913
full.genome_network8	1	Missing1	NA	F036346	F036346	1	0.0000000020925
full.genome_network9	1	Missing1	NA	F036346	F036346	1	0.00000029760
full.genome_network10	1	F036345	NA	F036346	F036346	6	0.0000000000000000000000000000000000000000000000000000000060188
full.genome_network11	1	Missing1	NA	F036346	F036346	1	0.000000000000062605
full.genome_network12	1	Missing1	NA	F036346	F036346	1	0.00000014603
full.genome_network13	1	Missing1	NA	F036346	F036346	1	0.00000083663
full.genome_network1	1	Missing1	NA	F036357	F036357	7	0.000000000000000092744
full.genome_network2	1	Missing3	NA	F036357	F036357	1	0.000000016037
full.genome_network3	1	F024110	NA	F036357	F036357	2	0.0000082696
full.genome_network4	1	F024121	NA	F036357	F036357	2	0.0015952
full.genome_network5	1	F036273	NA	F036357	F036357	2	0.0000061305
full.genome_network6	1	Missing1	NA	F036357	F036357	1	0.000000000000016512
full.genome_network7	2	F036313	NA	F036357	F036357	5	<10^-80
full.genome_network8	1	Missing1	NA	F036357	F036357	1	0.0000000068074
full.genome_network9	1	Missing1	NA	F036357	F036357	1	0.000000000021118
full.genome_network10	1	F036345	NA	F036357	F036357	7	0.00000000000000052874
full.genome_network11	1	Missing1	NA	F036357	F036357	4	<10^-80
full.genome_network12	1	Missing1	NA	F036357	F036357	5	<10^-80
full.genome_network13	1	Missing1	NA	F036357	F036357	4	<10^-80
full.genome_network1	1	Missing1	NA	F036367	F036367	1	0.000000046148
full.genome_network2	1	Missing3	NA	F036367	F036367	1	0.00000036796
full.genome_network3	1	F024110	NA	F036367	F036367	2	0.0013114
full.genome_network4	1	F024121	NA	F036367	F036367	2	0.00094283
full.genome_network5	1	F036273	NA	F036367	F036367	2	0.00051150
full.genome_network6	1	Missing1	NA	F036367	F036367	1	0.0000022502
full.genome_network7	2	F036313	NA	F036367	F036367	5	<10^-80
full.genome_network8	1	Missing1	NA	F036367	F036367	1	0.00000012664
full.genome_network9	1	Missing1	NA	F036367	F036367	1	0.000000017201
full.genome_network10	1	F036345	NA	F036367	F036367	2	0.00051911
full.genome_network11	1	Missing1	NA	F036367	F036367	4	<10^-80
full.genome_network12	1	Missing1	NA	F036367	F036367	5	<10^-80
full.genome_network13	1	Missing1	NA	F036367	F036367	1	<10^-80
full.genome_network1	1	Missing1	NA	F036370	F036370	1	0.0000000019817
full.genome_network2	1	Missing3	NA	F036370	F036370	1	0.000000055883
full.genome_network3	1	F024110	NA	F036370	F036370	2	0.00000024741
full.genome_network4	1	F024121	NA	F036370	F036370	2	0.0021412
full.genome_network5	1	F036273	NA	F036370	F036370	2	0.0000023245
full.genome_network6	1	Missing1	NA	F036370	F036370	1	0.000014451
full.genome_network7	2	F036313	NA	F036370	F036370	6	0.000000000000000000000000000000000000000000000000000000000000000000000000000000016381
full.genome_network8	1	Missing1	NA	F036370	F036370	1	0.00000038827
full.genome_network9	1	Missing1	NA	F036370	F036370	1	0.000000000020592
full.genome_network10	1	F036345	NA	F036370	F036370	2	0.0013889
full.genome_network11	1	Missing1	NA	F036370	F036370	4	<10^-80
full.genome_network12	1	Missing1	NA	F036370	F036370	2	<10^-80
full.genome_network13	1	Missing1	NA	F036370	F036370	1	<10^-80
full.genome_network1	1	Missing1	NA	F036371	F036371	1	0.00000000000092200
full.genome_network2	1	Missing3	NA	F036371	F036371	1	0.0000000013623
full.genome_network3	1	F024110	NA	F036371	F036371	2	0.0022576
full.genome_network4	1	F024121	NA	F036371	F036371	2	0.00038829
full.genome_network5	1	F036273	NA	F036371	F036371	6	0.0000000000061478
full.genome_network6	1	Missing1	NA	F036371	F036371	1	0.0000000000013564
full.genome_network7	1	F036314	NA	F036371	F036371	4	0.000000000000000000000000000031072
full.genome_network8	1	Missing1	NA	F036371	F036371	1	0.000000000035725
full.genome_network9	1	Missing1	NA	F036371	F036371	7	0.00000000000000025520
full.genome_network10	1	F036345	NA	F036371	F036371	2	0.0000044312
full.genome_network11	1	Missing1	NA	F036371	F036371	4	<10^-80
full.genome_network12	1	Missing1	NA	F036371	F036371	2	<10^-80
full.genome_network13	1	Missing1	NA	F036371	F036371	1	<10^-80
full.genome_network1	1	Missing1	NA	F036372	F036372	1	0.0000000035424
full.genome_network2	1	Missing3	NA	F036372	F036372	1	0.0000000095426
full.genome_network3	1	F024110	NA	F036372	F036372	2	0.00027601
full.genome_network4	1	F024121	NA	F036372	F036372	2	0.00010713
full.genome_network5	1	F036273	NA	F036372	F036372	2	0.0000060582
full.genome_network6	1	Missing1	NA	F036372	F036372	1	0.00010949
full.genome_network7	2	F036313	NA	F036372	F036372	6	0.0000000000000000000000000000000000000000000000000000000000000010773
full.genome_network8	1	Missing1	NA	F036372	F036372	1	0.0000000010697
full.genome_network9	1	Missing1	NA	F036372	F036372	1	0.00000000093117
full.genome_network10	1	F036345	NA	F036372	F036372	2	0.000046514
full.genome_network11	1	Missing1	NA	F036372	F036372	4	<10^-80
full.genome_network12	1	Missing1	NA	F036372	F036372	2	<10^-80
full.genome_network13	1	Missing1	NA	F036372	F036372	4	<10^-80
full.genome_network1	1	Missing1	NA	F036380	F036380	1	0.0000000021701
full.genome_network2	1	F021340	NA	F036380	F036380	8	0.0000000000036588
full.genome_network3	1	F024110	NA	F036380	F036380	2	0.00053482
full.genome_network4	1	F024121	NA	F036380	F036380	2	0.00000015393
full.genome_network5	1	F036273	NA	F036380	F036380	2	0.0000011321
full.genome_network6	1	Missing1	NA	F036380	F036380	1	0.00000023963
full.genome_network7	2	F036313	NA	F036380	F036380	5	<10^-80
full.genome_network8	1	Missing1	NA	F036380	F036380	8	0.00000000000000036755
full.genome_network9	1	Missing1	NA	F036380	F036380	1	0.000000000045956
full.genome_network10	1	F036345	NA	F036380	F036380	2	0.0011760
full.genome_network11	1	Missing1	NA	F036380	F036380	4	<10^-80
full.genome_network12	1	Missing1	NA	F036380	F036380	2	<10^-80
full.genome_network13	1	Missing1	NA	F036380	F036380	4	<10^-80
full.genome_network1	1	Missing1	NA	F036384	F036384	1	0.00000029465
full.genome_network2	1	Missing3	NA	F036384	F036384	1	0.0000000000089605
full.genome_network3	1	F024110	NA	F036384	F036384	2	0.000079265
full.genome_network4	1	F024121	NA	F036384	F036384	2	0.0000053774
full.genome_network5	1	F036273	NA	F036384	F036384	2	0.0000000076979
full.genome_network6	1	Missing1	NA	F036384	F036384	1	0.0000000080661
full.genome_network7	1	F036314	NA	F036384	F036384	8	0.00000000000000000026536
full.genome_network8	1	Missing1	NA	F036384	F036384	1	0.00000025340
full.genome_network9	1	Missing1	NA	F036384	F036384	1	0.00000030500
full.genome_network10	1	F036345	NA	F036384	F036384	2	0.000000020503
full.genome_network11	1	Missing1	NA	F036384	F036384	6	<10^-80
full.genome_network12	1	Missing1	NA	F036384	F036384	3	<10^-80
full.genome_network13	1	Missing1	NA	F036384	F036384	5	<10^-80
full.genome_network1	1	Missing1	NA	F036389	F036389	1	0.0000000024882
full.genome_network2	1	Missing3	NA	F036389	F036389	1	0.00000000077310
full.genome_network3	1	F024110	NA	F036389	F036389	2	0.0000036305
full.genome_network4	1	F024121	NA	F036389	F036389	2	0.00097860
full.genome_network5	1	F036273	NA	F036389	F036389	2	0.00000099378
full.genome_network6	1	Missing1	NA	F036389	F036389	1	0.00000021528
full.genome_network7	1	F036314	NA	F036389	F036389	2	0.000000000000000000000054925
full.genome_network8	1	Missing1	NA	F036389	F036389	1	0.000057208
full.genome_network9	1	Missing1	NA	F036389	F036389	1	0.00021045
full.genome_network10	1	F036345	NA	F036389	F036389	2	0.00032611
full.genome_network11	1	Missing1	NA	F036389	F036389	1	<10^-80
full.genome_network12	1	Missing1	NA	F036389	F036389	5	<10^-80
full.genome_network13	1	Missing1	NA	F036389	F036389	3	<10^-80
full.genome_network1	1	Missing1	NA	F036392	F036392	1	0.000000000082442
full.genome_network2	1	Missing3	NA	F036392	F036392	1	0.00029330
full.genome_network3	1	F024110	NA	F036392	F036392	2	0.0000000027513
full.genome_network4	1	F024121	NA	F036392	F036392	2	0.000041563
full.genome_network5	1	F036273	NA	F036392	F036392	2	0.00060191
full.genome_network6	1	Missing1	NA	F036392	F036392	1	0.00000042256
full.genome_network7	1	F036314	NA	F036392	F036392	7	0.000000000000000000000000000000000000000051910
full.genome_network8	1	Missing1	NA	F036392	F036392	7	0.000000000000000000017388
full.genome_network9	1	Missing1	NA	F036392	F036392	1	0.000015894
full.genome_network10	1	F036345	NA	F036392	F036392	7	0.00022219
full.genome_network11	1	Missing1	NA	F036392	F036392	4	<10^-80
full.genome_network12	1	Missing1	NA	F036392	F036392	2	<10^-80
full.genome_network13	1	Missing1	NA	F036392	F036392	5	<10^-80
full.genome_network1	1	Missing1	NA	F036401	F036401	1	0.00000010508
full.genome_network2	1	Missing3	NA	F036401	F036401	1	0.0000000000058459
full.genome_network3	1	F024110	NA	F036401	F036401	2	0.00000010154
full.genome_network4	1	F024121	NA	F036401	F036401	2	0.000018603
full.genome_network5	1	F036273	NA	F036401	F036401	2	0.00077541
full.genome_network6	1	Missing1	NA	F036401	F036401	1	0.00011214
full.genome_network7	1	F036314	NA	F036401	F036401	7	0.000000000000000000000000000017582
full.genome_network8	1	Missing1	NA	F036401	F036401	1	0.0000000000092332
full.genome_network9	1	Missing1	NA	F036401	F036401	1	0.00000041827
full.genome_network10	1	F036345	NA	F036401	F036401	2	0.0000024269
full.genome_network11	1	Missing1	NA	F036401	F036401	6	<10^-80
full.genome_network12	1	Missing1	NA	F036401	F036401	3	<10^-80
full.genome_network13	1	Missing1	NA	F036401	F036401	6	0.00000000000000000000000000000000000000000000000000000000000011309
full.genome_network1	1	Missing1	NA	F036403	F036403	8	0.0000000000000000000045358
full.genome_network2	1	Missing3	NA	F036403	F036403	1	0.0000000000033556
full.genome_network3	1	F024110	NA	F036403	F036403	2	0.000000033875
full.genome_network4	1	F024121	NA	F036403	F036403	2	0.00065090
full.genome_network5	1	F036273	NA	F036403	F036403	2	0.0016125
full.genome_network6	1	Missing1	NA	F036403	F036403	1	0.0000064489
full.genome_network7	2	F036313	NA	F036403	F036403	3	<10^-80
full.genome_network8	1	Missing1	NA	F036403	F036403	1	0.0000000000000000010092
full.genome_network9	1	Missing1	NA	F036403	F036403	8	0.000000000000098043
full.genome_network10	1	F036345	NA	F036403	F036403	2	0.000032314
full.genome_network11	1	Missing1	NA	F036403	F036403	5	<10^-80
full.genome_network12	1	Missing1	NA	F036403	F036403	4	<10^-80
full.genome_network13	1	Missing1	NA	F036403	F036403	1	<10^-80
full.genome_network1	1	Missing1	NA	F036406	F036406	1	0.000000000075952
full.genome_network2	1	Missing3	NA	F036406	F036406	1	0.0000000015914
full.genome_network3	1	F024110	NA	F036406	F036406	2	0.0000096196
full.genome_network4	1	F024121	NA	F036406	F036406	2	0.0000061528
full.genome_network5	1	F036273	NA	F036406	F036406	2	0.00000021420
full.genome_network6	1	Missing1	NA	F036406	F036406	1	0.00028622
full.genome_network7	2	F036313	NA	F036406	F036406	3	<10^-80
full.genome_network8	1	Missing1	NA	F036406	F036406	7	0.00000000000000000019178
full.genome_network9	1	Missing1	NA	F036406	F036406	1	0.0000074325
full.genome_network10	1	F036345	NA	F036406	F036406	2	0.00000041710
full.genome_network11	1	Missing1	NA	F036406	F036406	5	<10^-80
full.genome_network12	1	Missing1	NA	F036406	F036406	1	<10^-80
full.genome_network13	1	Missing1	NA	F036406	F036406	4	<10^-80
full.genome_network1	1	Missing1	NA	F036407	F036407	1	0.0000000000013936
full.genome_network2	1	Missing3	NA	F036407	F036407	1	0.000000000022109
full.genome_network3	1	F024110	NA	F036407	F036407	2	0.0000025986
full.genome_network4	1	F024121	NA	F036407	F036407	2	0.000060150
full.genome_network5	1	F036273	NA	F036407	F036407	2	0.000068472
full.genome_network6	1	Missing1	NA	F036407	F036407	1	0.00000077844
full.genome_network7	2	F036313	NA	F036407	F036407	3	<10^-80
full.genome_network8	1	Missing1	NA	F036407	F036407	1	0.0000069068
full.genome_network9	1	Missing1	NA	F036407	F036407	1	0.0000052466
full.genome_network10	1	F036345	NA	F036407	F036407	2	0.00023169
full.genome_network11	1	Missing1	NA	F036407	F036407	5	<10^-80
full.genome_network12	1	Missing1	NA	F036407	F036407	1	<10^-80
full.genome_network13	1	Missing1	NA	F036407	F036407	4	<10^-80
full.genome_network1	1	Missing1	NA	F036425	F036425	1	0.00000000015864
full.genome_network2	1	Missing3	NA	F036425	F036425	1	0.0000030607
full.genome_network3	1	F024110	NA	F036425	F036425	2	0.0000052098
full.genome_network4	1	F024121	NA	F036425	F036425	2	0.00000092811
full.genome_network5	1	F036273	NA	F036425	F036425	2	0.000000042170
full.genome_network6	1	Missing1	NA	F036425	F036425	1	0.000000000059157
full.genome_network7	1	F036314	NA	F036425	F036425	7	0.000000000000000000071458
full.genome_network8	1	Missing1	NA	F036425	F036425	1	0.000000012197
full.genome_network9	1	Missing1	NA	F036425	F036425	8	0.000000000014414
full.genome_network10	1	F036345	NA	F036425	F036425	2	0.000012250
full.genome_network11	1	Missing1	NA	F036425	F036425	6	<10^-80
full.genome_network12	1	Missing1	NA	F036425	F036425	4	<10^-80
