0__F012770	0__F021340	0,2.54305302703201e-47,5.15775310143175e-05,0.00208419976296785,0.105003418155672,0.892860804550346	UN	UN	0.3
0__F002247	0__F012770	0,6.36109811943484e-24,0.0210960058528818,0.416478709179559,0.274361331619003,0.288063953348556	CGH	CGH	0.3
0__F002247	0__F021340	0.999437850608546,3.62935679944378e-18,0.000562149390985052,4.6874603916589e-13,6.73909039387369e-27,0	PC	PC	0.3
0__F002724	0__F012770	0,1.92700884797358e-07,0.712873161279869,0.287067219382208,5.94266370379506e-05,1.59802671626199e-89	HAG	HAG	0.3
0__F002724	0__F021340	0,4.04568136411392e-51,1.2021878588324e-05,0.000480202323138203,0.0409167901190832,0.95859098567919	UN	UN	0.3
0__F002247	0__F002724	0.999486569462696,1.55107201549723e-18,0.000513430536901272,4.02472980005683e-13,4.18720048004244e-27,0	PC	PC	0.3
0__F004718	0__F012770	0.999437850608546,3.62935679944378e-18,0.000562149390985052,4.6874603916589e-13,6.73909039387369e-27,0	PC	PC	0.3
0__F004718	0__F021340	0,7.29609409724788e-49,2.66304497161634e-05,0.0010830820525089,0.0655845890216184,0.933305698476156	UN	UN	0.3
0__F002247	0__F004718	0,3.138855503139e-08,0.628377758711226,0.371480569561361,0.000141640338857895,5.3436300425296e-77	HAG	HAG,CGH	0.3
0__F002724	0__F004718	5.55564916323123e-93,0.999999970623447,2.9376553425538e-08,5.55077153846891e-31,2.25118258934196e-50,0	FS	FS	0.3
